credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,country_Germany,country_Spain
-1.146826260787284,0.9135884156367182,0.1375954151213162,-0.34656113998602883,0.818883187718281,-0.905770369308562,0.6447491106635321,0.9917225684415533,-1.4676544754634422,1.7380701160941496,-0.5767504245921459
0.5125879230707886,-1.0945848074300046,0.7050143827916956,-1.0377982279001388,-0.28131746562453397,-0.905770369308562,0.6447491106635321,-1.0083465193007095,-1.4550529890492667,-0.5753507817321168,-0.5767504245921459
0.6266726482110311,-1.0945848074300046,1.7263685245983784,-0.00094259602897385,0.763094904582232,-0.905770369308562,0.6447491106635321,-1.0083465193007095,0.03284676262607441,1.7380701160941496,-0.5767504245921459
0.5437019390181275,0.9135884156367182,-0.20285596548091145,-1.0377982279001388,-1.2254778759903195,0.8184402224531009,0.6447491106635321,-1.0083465193007095,0.1434987282075218,-0.5753507817321168,-0.5767504245921459
-0.6904873602263139,0.9135884156367182,1.0454657633939233,-0.00094259602897385,-1.2254778759903195,0.8184402224531009,0.6447491106635321,-1.0083465193007095,-0.19571531027422942,-0.5753507817321168,-0.5767504245921459
-1.2816536632257522,-1.0945848074300046,-0.20285596548091145,0.34467594792808115,-1.2254778759903195,0.8184402224531009,0.6447491106635321,0.9917225684415533,0.03026900403998444,-0.5753507817321168,1.733852212951831
2.0682887204377316,-1.0945848074300046,0.5915305892576197,1.035913035842191,0.25617079439522394,0.8184402224531009,0.6447491106635321,-1.0083465193007095,-0.7928773825775126,1.7380701160941496,-0.5767504245921459
-1.115712244839945,0.9135884156367182,-0.8837587266853667,-0.34656113998602883,1.0379465801171095,-0.905770369308562,0.6447491106635321,-1.0083465193007095,0.9942917582709075,-0.5753507817321168,-0.5767504245921459
-0.24451979831445694,0.9135884156367182,-0.6567911396172149,1.727150123756301,-1.2254778759903195,0.8184402224531009,0.6447491106635321,-1.0083465193007095,0.04778791887284095,-0.5753507817321168,-0.5767504245921459
-1.8624486275760774,-1.0945848074300046,-1.1107263137535184,-0.00094259602897385,-1.2254778759903195,0.8184402224531009,0.6447491106635321,0.9917225684415533,-1.3597122694643633,-0.5753507817321168,1.733852212951831
0.9170701303861937,0.9135884156367182,-2.1320804555602013,-0.00094259602897385,0.21610187772946418,-0.905770369308562,0.6447491106635321,-1.0083465193007095,1.6081631740794093,-0.5753507817321168,1.733852212951831
0.12884839305360934,0.9135884156367182,-1.564661487889822,0.6902944918851361,-1.2254778759903195,0.8184402224531009,0.6447491106635321,0.9917225684415533,1.143851843598681,-0.5753507817321168,-0.5767504245921459
-1.074226890243493,-1.0945848074300046,1.272433350462075,-1.0377982279001388,-1.2254778759903195,-0.905770369308562,-1.5509908946921507,-1.0083465193007095,-0.6099681759817415,-0.5753507817321168,-0.5767504245921459
0.36738918198320725,0.9135884156367182,0.024111621587240322,0.34467594792808115,1.1716182156844985,-0.905770369308562,0.6447491106635321,0.9917225684415533,-0.047210885087973165,-0.5753507817321168,-0.5767504245921459
0.07699169980804457,-1.0945848074300046,-0.6567911396172149,-0.00094259602897385,1.11241480196284,-0.905770369308562,0.6447491106635321,0.9917225684415533,-1.200966897419255,-0.5753507817321168,1.733852212951831
1.2489529671578081,0.9135884156367182,0.1375954151213162,-0.00094259602897385,-1.2254778759903195,0.8184402224531009,0.6447491106635321,-1.0083465193007095,-0.07424743697266864,-0.5753507817321168,-0.5767504245921459
0.25330445684296476,0.9135884156367182,1.272433350462075,1.035913035842191,0.9450525224958733,-0.905770369308562,-1.5509908946921507,0.9917225684415533,1.3736000124075753,-0.5753507817321168,-0.5767504245921459
-1.146826260787284,0.9135884156367182,0.1375954151213162,-1.3834167718571937,-1.2254778759903195,-0.905770369308562,-1.5509908946921507,0.9917225684415533,0.1370371142210433,-0.5753507817321168,1.733852212951831
0.5851872936145792,0.9135884156367182,-0.6567911396172149,1.381531579799246,-1.2254778759903195,0.8184402224531009,0.6447491106635321,-1.0083465193007095,0.4510634843377805,-0.5753507817321168,1.733852212951831
